653,akali,Karthus,48.56,589,top
654,akali,Vel'Koz,48.55,484,top
655,akali,Tryndamere,48.48,26869,top
656,akali,Syndra,48.38,432,top
657,akali,Diana,48.37,2057,top
658,akali,Darius,48.25,64943,top
659,akali,Ahri,47.97,2074,top
660,akali,Malphite,47.91,43649,top
661,akali,Skarner,47.86,1966,top
662,akali,Fiora,47.86,50619,top
663,akali,Zilean,47.78,607,top
664,akali,Riven,47.69,31210,top
665,akali,Zed,47.68,3735,top
666,akali,Renekton,47.67,69792,top
667,akali,Yasuo,47.64,22615,top
668,akali,Kennen,47.58,11316,top
669,akali,Ivern,47.22,144,top
670,akali,Fiddlesticks,47.19,1850,top
671,akali,Wukong,47.12,20775,top
672,akali,Singed,46.98,12864,top
673,akali,Neeko,46.96,2956,top
674,akali,Sion,46.95,10931,top
675,akali,Lissandra,46.91,1441,top
676,akali,Poppy,46.86,15861,top
677,akali,Morgana,46.79,1043,top
678,akali,Kayle,46.71,37145,top
679,akali,Shaco,46.43,2748,top
680,akali,Malzahar,46.4,2321,top
681,akali,Swain,46.33,2847,top
682,akali,Illaoi,46.31,19147,top
